,Unnamed: 0,SOURCE,ARTICULO,WORDS,TRANSLATE,SENTENCES_A,SENTENCES_B,SENTENCES_C,SENTENCES_D,SENTENCES_E,SENTENCES_F,READ,HEAR,WRITE,TALK,STATUS
547,451,,,julio,July,,,,,,,,,,,
548,452,,,grupos,groups,,,,,,,,,,,
549,453,,,miembros,members,,,,,,,,,,,
550,454,,,ninguna,none,,,,,,,,,,,
551,455,,,existe,exists,,,,,,,,,,,
552,456,,,cara,face,,,,,,,,,,,
553,457,,,edad,age,,,,,,,,,,,
554,458,,,etc,etc.,,,,,,,,,,,
555,459,,,movimiento,movement,,,,,,,,,,,
556,460,,,visto,seen,,,,,,,,,,,
557,461,,,llegó,arrived,,,,,,,,,,,
558,462,,,puntos,Points,,,,,,,,,,,
559,463,,,actividad,activity,,,,,,,,,,,
560,464,,,bueno,good,,,,,,,,,,,
561,465,,,uso,use,,,,,,,,,,,
562,466,,,niño,Child,,,,,,,,,,,
563,467,,,difícil,difficult,,,,,,,,,,,
564,468,,,joven,young man,,,,,,,,,,,
565,469,,,futuro,future,,,,,,,,,,,
566,470,,,aquellos,those,,,,,,,,,,,
567,471,,,mes,Month,,,,,,,,,,,
568,472,,,pronto,soon,,,,,,,,,,,
569,473,,,soy,I am,,,,,,,,,,,
570,474,,,hacía,was making,,,,,,,,,,,
571,475,,,nuevos,new,,,,,,,,,,,
572,476,,,nuestros,ours,,,,,,,,,,,
573,477,,,estaban,were,,,,,,,,,,,
574,478,,,posibilidad,possibility,,,,,,,,,,,
575,479,,,sigue,follows,,,,,,,,,,,
576,480,,,cerca,nearby,,,,,,,,,,,
577,481,,,resultados,results,,,,,,,,,,,
578,482,,,educación,education,,,,,,,,,,,
579,483,,,atención,attention,,,,,,,,,,,
580,484,,,gonzález,gonzález,,,,,,,,,,,
581,485,,,capacidad,Capacity,,,,,,,,,,,
582,486,,,efecto,effect,,,,,,,,,,,
583,487,,,necesario,necessary,,,,,,,,,,,
584,488,,,valor,value,,,,,,,,,,,
585,489,,,aire,air,,,,,,,,,,,
586,490,,,investigación,research,,,,,,,,,,,
587,491,,,siguiente,next,,,,,,,,,,,
588,492,,,figura,figure,,,,,,,,,,,
589,493,,,central,central,,,,,,,,,,,
590,494,,,comunidad,community,,,,,,,,,,,
591,495,,,necesidad,necessity,,,,,,,,,,,
592,496,,,serie,series,,,,,,,,,,,
593,497,,,organización,organization,,,,,,,,,,,
594,498,,,nuevas,new,,,,,,,,,,,
595,499,,,calidad,quality,,,,,,,,,,,
596,500,,,economía,economy,,,,,,,,,,,
597,501,,,carácter,Character,,,,,,,,,,,
598,502,,,jefe,boss,,,,,,,,,,,
599,503,,,estamos,we are,,,,,,,,,,,
600,504,,,prensa,Press,,,,,,,,,,,
601,505,,,control,control,,,,,,,,,,,
602,506,,,sociales,social issues,,,,,,,,,,,
603,507,,,universidad,university,,,,,,,,,,,
604,508,,,militar,military,,,,,,,,,,,
605,509,,,cabo,cape,,,,,,,,,,,
606,510,,,diez,ten,,,,,,,,,,,
607,511,,,fuerzas,forces,,,,,,,,,,,
608,512,,,congreso,congress,,,,,,,,,,,
609,513,,,ésta,this one,,,,,,,,,,,
610,514,,,hijos,Children,,,,,,,,,,,
611,515,,,justicia,justice,,,,,,,,,,,
612,516,,,mundial,global,,,,,,,,,,,
613,517,,,dólares,dollars,,,,,,,,,,,
614,518,,,juego,game,,,,,,,,,,,
615,519,,,económica,economics,,,,,,,,,,,
616,520,,,políticos,politicians,,,,,,,,,,,
617,521,,,duda,doubt,,,,,,,,,,,
618,522,,,recursos,resources,,,,,,,,,,,
619,523,,,pública,audiences,,,,,,,,,,,
620,524,,,crisis,crisis,,,,,,,,,,,
621,525,,,próximo,next,,,,,,,,,,,
622,526,,,tenemos,we have,,,,,,,,,,,
623,527,,,decisión,decision,,,,,,,,,,,
624,528,,,varias,various,,,,,,,,,,,
625,529,,,popular,Popular,,,,,,,,,,,
626,530,,,tenido,had,,,,,,,,,,,
627,531,,,apenas,barely a,,,,,,,,,,,
628,532,,,época,epoch,,,,,,,,,,,
629,533,,,banco,bank,,,,,,,,,,,
630,534,,,presente,present,,,,,,,,,,,
631,535,,,menor,minor,,,,,,,,,,,
632,536,,,quiero,I want,,,,,,,,,,,
633,537,,,pasar,pass by,,,,,,,,,,,
634,538,,,resultado,result,,,,,,,,,,,
635,539,,,televisión,Television,,,,,,,,,,,
636,540,,,encuentra,located,,,,,,,,,,,
637,541,,,gracias,Thank you,,,,,,,,,,,
638,542,,,ministerio,ministry,,,,,,,,,,,
639,543,,,conjunto,set,,,,,,,,,,,
640,544,,,defensa,defense,,,,,,,,,,,
641,545,,,alguien,someone,,,,,,,,,,,
642,546,,,queda,is left,,,,,,,,,,,
643,547,,,hacen,make,,,,,,,,,,,
644,548,,,pasa,passes,,,,,,,,,,,
645,549,,,resto,rest,,,,,,,,,,,
646,550,,,causa,cause,,,,,,,,,,,
647,551,,,seguir,Follow,,,,,,,,,,,
648,552,,,allá,there.,,,,,,,,,,,
649,553,,,palabra,word,,,,,,,,,,,
650,554,,,voy,I go,,,,,,,,,,,
651,555,,,cuya,whose,,,,,,,,,,,
652,556,,,vamos,go on,,,,,,,,,,,
653,557,,,mar,Sea,,,,,,,,,,,
654,558,,,estudios,Studies,,,,,,,,,,,
655,559,,,derechos,Rights,,,,,,,,,,,
656,560,,,importancia,importance,,,,,,,,,,,
657,561,,,cuales,which ones,,,,,,,,,,,
658,562,,,contrario,contrary,,,,,,,,,,,
659,563,,,manuel,manuel,,,,,,,,,,,
660,564,,,garcía,garcia,,,,,,,,,,,
661,565,,,fuerte,strong,,,,,,,,,,,
662,566,,,sol,sunshine,,,,,,,,,,,
663,567,,,jóvenes,youth,,,,,,,,,,,
664,568,,,apoyo,support,,,,,,,,,,,
665,569,,,habría,you would have,,,,,,,,,,,
666,570,,,civil,civil,,,,,,,,,,,
667,571,,,miguel,miguel,,,,,,,,,,,
668,572,,,pedro,pedro,,,,,,,,,,,
669,573,,,partidos,matches,,,,,,,,,,,
670,574,,,libre,free,,,,,,,,,,,
671,575,,,fuentes,Sources,,,,,,,,,,,
672,576,,,administración,administration,,,,,,,,,,,
673,577,,,común,common,,,,,,,,,,,
674,578,,,dejar,letting,,,,,,,,,,,
675,579,,,cine,cinema,,,,,,,,,,,
676,580,,,salir,get out,,,,,,,,,,,
677,581,,,comunicación,communication,,,,,,,,,,,
678,582,,,b,b,,,,,,,,,,,
679,583,,,experiencia,experience,,,,,,,,,,,
680,584,,,demasiado,too much,,,,,,,,,,,
681,585,,,plan,plan,,,,,,,,,,,
682,586,,,respuesta,answer,,,,,,,,,,,
683,587,,,energía,energy,,,,,,,,,,,
684,588,,,izquierda,left,,,,,,,,,,,
685,589,,,función,function,,,,,,,,,,,
686,590,,,principal,main,,,,,,,,,,,
687,591,,,superior,superior,,,,,,,,,,,
688,592,,,naturaleza,Nature,,,,,,,,,,,
689,593,,,podemos,we can,,,,,,,,,,,
690,594,,,unión,union,,,,,,,,,,,
691,595,,,especialmente,especially,,,,,,,,,,,
692,596,,,rey,King,,,,,,,,,,,
693,597,,,domingo,Sunday,,,,,,,,,,,
694,598,,,favor,favor,,,,,,,,,,,
695,599,,,cantidad,quantity,,,,,,,,,,,
696,600,,,elecciones,elections,,,,,,,,,,,
697,601,,,clase,class,,,,,,,,,,,
698,602,,,productos,products,,,,,,,,,,,
699,603,,,españoles,Spaniards,,,,,,,,,,,
700,604,,,conocer,to know,,,,,,,,,,,
701,605,,,teatro,theater,,,,,,,,,,,
702,606,,,importantes,important ones,,,,,,,,,,,
703,607,,,evitar,avoiding,,,,,,,,,,,
704,608,,,color,Color,,,,,,,,,,,
705,609,,,actividades,activities,,,,,,,,,,,
706,610,,,mesa,table,,,,,,,,,,,
707,611,,,p,p,,,,,,,,,,,
708,612,,,decía,he said,,,,,,,,,,,
709,613,,,cuyo,cuyo,,,,,,,,,,,
710,614,,,debido,due to,,,,,,,,,,,
711,615,,,alta,high,,,,,,,,,,,
712,616,,,francisco,francisco,,,,,,,,,,,
713,617,,,secretario,secretary,,,,,,,,,,,
714,618,,,objeto,object,,,,,,,,,,,
715,619,,,quizá,perhaps,,,,,,,,,,,
716,620,,,posición,position,,,,,,,,,,,
717,621,,,parecía,it seemed,,,,,,,,,,,
718,622,,,natural,natural,,,,,,,,,,,
719,623,,,elementos,Elements,,,,,,,,,,,
720,624,,,hubo,there was,,,,,,,,,,,
721,625,,,objetivo,objective,,,,,,,,,,,
722,626,,,formas,Shapes,,,,,,,,,,,
723,627,,,única,unique,,,,,,,,,,,
724,628,,,pueda,can,,,,,,,,,,,
725,629,,,origen,Origin,,,,,,,,,,,
726,630,,,blanco,White,,,,,,,,,,,
727,631,,,mismos,themselves,,,,,,,,,,,
728,632,,,lleva,carries,,,,,,,,,,,
729,633,,,económico,economical,,,,,,,,,,,
730,634,,,opinión,opinion,,,,,,,,,,,
731,635,,,ayuda,help,,,,,,,,,,,
732,636,,,oficial,official,,,,,,,,,,,
733,637,,,silencio,silence,,,,,,,,,,,
734,638,,,buenos,good,,,,,,,,,,,
735,639,,,pensar,thinking,,,,,,,,,,,
736,640,,,república,republic,,,,,,,,,,,
737,641,,,dónde,where to,,,,,,,,,,,
738,642,,,sangre,blood,,,,,,,,,,,
739,643,,,encuentro,Encounter,,,,,,,,,,,
740,644,,,siquiera,even,,,,,,,,,,,
741,645,,,autor,author,,,,,,,,,,,
742,646,,,reunión,meeting,,,,,,,,,,,
743,647,,,haciendo,making,,,,,,,,,,,
744,648,,,suelo,flooring,,,,,,,,,,,
745,649,,,muestra,Sample,,,,,,,,,,,
746,650,,,viejo,old man,,,,,,,,,,,
747,651,,,encima,on top,,,,,,,,,,,
748,652,,,resulta,it turns out,,,,,,,,,,,
749,653,,,tomar,take,,,,,,,,,,,
750,654,,,bastante,quite a bit,,,,,,,,,,,
751,655,,,siete,seven,,,,,,,,,,,
752,656,,,lucha,Struggle,,,,,,,,,,,
753,657,,,pudo,could,,,,,,,,,,,
754,658,,,amigos,Friends,,,,,,,,,,,
755,659,,,línea,line,,,,,,,,,,,
756,660,,,sur,southern,,,,,,,,,,,
757,661,,,pocos,few,,,,,,,,,,,
758,662,,,medidas,measures,,,,,,,,,,,
759,663,,,norte,north,,,,,,,,,,,
760,664,,,partes,parts,,,,,,,,,,,
761,665,,,iglesia,church,,,,,,,,,,,
762,666,,,tratamiento,treatment,,,,,,,,,,,
763,667,,,existencia,existence,,,,,,,,,,,
764,668,,,cargo,cargo,,,,,,,,,,,
765,669,,,grande,large,,,,,,,,,,,
766,670,,,américa,america,,,,,,,,,,,
767,671,,,boca,mouth,,,,,,,,,,,
768,672,,,plaza,square,,,,,,,,,,,
769,673,,,pie,foot,,,,,,,,,,,
770,674,,,trabajadores,Workers,,,,,,,,,,,
771,675,,,poner,put on,,,,,,,,,,,
772,676,,,existen,exist,,,,,,,,,,,
773,677,,,viene,comes,,,,,,,,,,,
774,678,,,permite,allows you,,,,,,,,,,,
775,679,,,análisis,analysis,,,,,,,,,,,
776,680,,,argentina,argentina,,,,,,,,,,,
777,681,,,acto,act,,,,,,,,,,,
778,682,,,hechos,facts,,,,,,,,,,,
779,683,,,tiempos,times,,,,,,,,,,,
780,684,,,políticas,Policies,,,,,,,,,,,
781,685,,,radio,radio,,,,,,,,,,,
782,686,,,puedo,I can,,,,,,,,,,,
783,687,,,crecimiento,growth,,,,,,,,,,,
784,688,,,francia,France,,,,,,,,,,,
785,689,,,compañía,company,,,,,,,,,,,
786,690,,,amigo,friend,,,,,,,,,,,
787,691,,,autoridades,authorities,,,,,,,,,,,
788,692,,,realizar,perform,,,,,,,,,,,
789,693,,,acciones,actions,,,,,,,,,,,
790,694,,,padres,Parents,,,,,,,,,,,
791,695,,,diario,Daily.,,,,,,,,,,,
792,696,,,ve,goes,,,,,,,,,,,
793,697,,,derecha,right,,,,,,,,,,,
794,698,,,ambiente,Environment,,,,,,,,,,,
795,699,,,i,i,,,,,,,,,,,
796,700,,,habrá,there will be,,,,,,,,,,,
797,701,,,precisamente,precisely,,,,,,,,,,,
798,702,,,enfermedad,disease,,,,,,,,,,,
799,703,,,especie,species,,,,,,,,,,,
800,704,,,ejército,army,,,,,,,,,,,
801,705,,,santa,Santa,,,,,,,,,,,
802,706,,,cambios,changes,,,,,,,,,,,
803,707,,,río,river,,,,,,,,,,,
804,708,,,sabía,I knew,,,,,,,,,,,
805,709,,,seguro,Insurance,,,,,,,,,,,
806,710,,,espera,Waiting,,,,,,,,,,,
807,711,,,momentos,moments,,,,,,,,,,,
808,712,,,viaje,Journey,,,,,,,,,,,
809,713,,,quería,wanted to,,,,,,,,,,,
810,714,,,ocho,eight,,,,,,,,,,,
811,715,,,vivir,live,,,,,,,,,,,
812,716,,,región,region,,,,,,,,,,,
813,717,,,formación,training,,,,,,,,,,,
814,718,,,escuela,school,,,,,,,,,,,
815,719,,,cuarto,fourth,,,,,,,,,,,
816,720,,,valores,values,,,,,,,,,,,
817,721,,,quedó,was left,,,,,,,,,,,
818,722,,,participación,participation,,,,,,,,,,,
819,723,,,éxito,success,,,,,,,,,,,
820,724,,,baja,low,,,,,,,,,,,
821,725,,,artículo,article,,,,,,,,,,,
822,726,,,principales,principal,,,,,,,,,,,
823,727,,,fernando,fernando,,,,,,,,,,,
824,728,,,metros,meters,,,,,,,,,,,
825,729,,,marcha,gear,,,,,,,,,,,
826,730,,,régimen,regime,,,,,,,,,,,
827,731,,,consecuencia,consequence,,,,,,,,,,,
828,732,,,conocimiento,Knowledge,,,,,,,,,,,
829,733,,,corazón,heart,,,,,,,,,,,
830,734,,,campaña,campaign,,,,,,,,,,,
831,735,,,estructura,Structure,,,,,,,,,,,
832,736,,,efectos,effects,,,,,,,,,,,
833,737,,,finalmente,finally,,,,,,,,,,,
834,738,,,modelo,model,,,,,,,,,,,
835,739,,,carta,letter,,,,,,,,,,,
836,740,,,construcción,construction,,,,,,,,,,,
837,741,,,médico,doctor,,,,,,,,,,,
838,742,,,miedo,fear,,,,,,,,,,,
839,743,,,mayores,seniors,,,,,,,,,,,
840,744,,,entrada,entrance,,,,,,,,,,,
841,745,,,humanos,Humans,,,,,,,,,,,
842,746,,,sean,are,,,,,,,,,,,
843,747,,,actitud,attitude,,,,,,,,,,,
844,748,,,deja,leaves,,,,,,,,,,,
845,749,,,dejó,he left,,,,,,,,,,,
846,750,,,d,d.,,,,,,,,,,,
847,751,,,llevar,carrying,,,,,,,,,,,
848,752,,,negro,black,,,,,,,,,,,
849,753,,,texto,text,,,,,,,,,,,
850,754,,,mitad,Half,,,,,,,,,,,
851,755,,,estuvo,was there,,,,,,,,,,,
852,756,,,alrededor,around,,,,,,,,,,,
853,757,,,acerca,About,,,,,,,,,,,
854,758,,,peso,weight,,,,,,,,,,,
855,759,,,humano,humane,,,,,,,,,,,
856,760,,,pequeño,small,,,,,,,,,,,
857,761,,,fecha,date,,,,,,,,,,,
858,762,,,serán,will be,,,,,,,,,,,
859,763,,,doctor,doctor,,,,,,,,,,,
860,764,,,ideas,ideas,,,,,,,,,,,
861,765,,,vino,Wine,,,,,,,,,,,
862,766,,,materia,subject matter,,,,,,,,,,,
863,767,,,llega,arrives,,,,,,,,,,,
864,768,,,carrera,Career,,,,,,,,,,,
865,769,,,cierta,certain,,,,,,,,,,,
866,770,,,sola,alone,,,,,,,,,,,
867,771,,,psoe,psoe,,,,,,,,,,,
868,772,,,lejos,far away,,,,,,,,,,,
869,773,,,juez,judge,,,,,,,,,,,
870,774,,,características,Characteristics,,,,,,,,,,,
871,775,,,riesgo,risk,,,,,,,,,,,
872,776,,,fácil,easy,,,,,,,,,,,
873,777,,,diferencia,difference,,,,,,,,,,,
874,778,,,cultural,cultural,,,,,,,,,,,
875,779,,,libros,Books,,,,,,,,,,,
876,780,,,práctica,practice,,,,,,,,,,,
877,781,,,mayo,May,,,,,,,,,,,
878,782,,,nuestras,ours,,,,,,,,,,,
879,783,,,programas,programs,,,,,,,,,,,
880,784,,,memoria,memory,,,,,,,,,,,
881,785,,,llegado,arrived,,,,,,,,,,,
882,786,,,plazo,deadline,,,,,,,,,,,
883,787,,,expresión,expression,,,,,,,,,,,
884,788,,,diciembre,December,,,,,,,,,,,
885,789,,,mantener,maintain,,,,,,,,,,,
886,790,,,enero,January,,,,,,,,,,,
887,791,,,volver,back,,,,,,,,,,,
888,792,,,cuadro,painting,,,,,,,,,,,
889,793,,,producto,product,,,,,,,,,,,
890,794,,,produce,produces,,,,,,,,,,,
891,795,,,europea,European,,,,,,,,,,,
892,796,,,conciencia,Awareness,,,,,,,,,,,
893,797,,,tenían,they had,,,,,,,,,,,
894,798,,,atrás,back,,,,,,,,,,,
895,799,,,felipe,felipe,,,,,,,,,,,
896,800,,,creación,creation,,,,,,,,,,,
897,801,,,chile,chili,,,,,,,,,,,
898,802,,,precio,price,,,,,,,,,,,
899,803,,,película,Movie,,,,,,,,,,,
900,804,,,puerto,port,,,,,,,,,,,
901,805,,,fuego,fire,,,,,,,,,,,
902,806,,,cuestión,the question,,,,,,,,,,,
903,807,,,pasó,passed,,,,,,,,,,,
904,808,,,costa,coastline,,,,,,,,,,,
905,809,,,supuesto,course,,,,,,,,,,,
906,810,,,local,local,,,,,,,,,,,
907,811,,,habla,speech,,,,,,,,,,,
908,812,,,aspectos,aspects,,,,,,,,,,,
909,813,,,cuba,cuba,,,,,,,,,,,
910,814,,,sala,room,,,,,,,,,,,
911,815,,,cámara,Camera,,,,,,,,,,,
912,816,,,vuelta,back,,,,,,,,,,,
913,817,,,vía,via,,,,,,,,,,,
914,818,,,mirada,look,,,,,,,,,,,
915,819,,,mejores,best,,,,,,,,,,,
916,820,,,informe,report,,,,,,,,,,,
917,821,,,unidad,unit,,,,,,,,,,,
918,822,,,distintos,different,,,,,,,,,,,
919,823,,,suerte,luck,,,,,,,,,,,
920,824,,,tales,such as,,,,,,,,,,,
921,825,,,mira,look at,,,,,,,,,,,
922,826,,,llamado,called,,,,,,,,,,,
923,827,,,técnica,Technique,,,,,,,,,,,
924,828,,,título,title,,,,,,,,,,,
925,829,,,s,s.,,,,,,,,,,,
926,830,,,principios,principles,,,,,,,,,,,
927,831,,,octubre,October,,,,,,,,,,,
928,832,,,volvió,returned,,,,,,,,,,,
929,833,,,período,period,,,,,,,,,,,
930,834,,,g,g,,,,,,,,,,,
931,835,,,encontrar,find,,,,,,,,,,,
932,836,,,democracia,democracy,,,,,,,,,,,
933,837,,,aumento,increase,,,,,,,,,,,
934,838,,,fútbol,soccer,,,,,,,,,,,
935,839,,,prueba,test,,,,,,,,,,,
936,840,,,consumo,consumption,,,,,,,,,,,
937,841,,,pese,weighing,,,,,,,,,,,
938,842,,,ocasiones,occasions,,,,,,,,,,,
939,843,,,exterior,exterior,,,,,,,,,,,
940,844,,,solución,solution,,,,,,,,,,,
941,845,,,u,u,,,,,,,,,,,
942,846,,,hija,daughter,,,,,,,,,,,
943,847,,,sueño,dream,,,,,,,,,,,
944,848,,,parís,Paris,,,,,,,,,,,
945,849,,,capaz,capable,,,,,,,,,,,
946,850,,,ocasión,occasion,,,,,,,,,,,
947,851,,,industria,Industry,,,,,,,,,,,
948,852,,,adelante,forward,,,,,,,,,,,
949,853,,,salida,output,,,,,,,,,,,
950,854,,,ciencia,science,,,,,,,,,,,
951,855,,,asunto,subject matter,,,,,,,,,,,
952,856,,,asociación,association,,,,,,,,,,,
953,857,,,puso,he put,,,,,,,,,,,
954,858,,,intereses,interests,,,,,,,,,,,
955,859,,,oro,Gold,,,,,,,,,,,
956,860,,,podrá,may,,,,,,,,,,,
957,861,,,pregunta,question,,,,,,,,,,,
958,862,,,oposición,opposition,,,,,,,,,,,
959,863,,,entrar,Entering,,,,,,,,,,,
960,864,,,señora,lady,,,,,,,,,,,
961,865,,,señaló,pointed out,,,,,,,,,,,
962,866,,,santiago,santiago,,,,,,,,,,,
963,867,,,dolor,pain,,,,,,,,,,,
964,868,,,zonas,Areas,,,,,,,,,,,
965,869,,,comercio,trade,,,,,,,,,,,
966,870,,,operación,operation,,,,,,,,,,,
967,871,,,tribunal,court,,,,,,,,,,,
968,872,,,instituciones,institutions,,,,,,,,,,,
969,873,,,temas,topics,,,,,,,,,,,
970,874,,,militares,military,,,,,,,,,,,
971,875,,,junio,June,,,,,,,,,,,
972,876,,,marco,framework,,,,,,,,,,,
973,877,,,sectores,Sectors,,,,,,,,,,,
974,878,,,hacerlo,Do it,,,,,,,,,,,
975,879,,,aspecto,Appearance,,,,,,,,,,,
976,880,,,razones,reasons,,,,,,,,,,,
977,881,,,contenido,content,,,,,,,,,,,
978,882,,,juicio,Trial,,,,,,,,,,,
979,883,,,electoral,electoral,,,,,,,,,,,
980,884,,,considera,considers,,,,,,,,,,,
981,885,,,tendrá,have,,,,,,,,,,,
982,886,,,mucha,a lot of,,,,,,,,,,,
983,887,,,voluntad,will,,,,,,,,,,,
984,888,,,dicen,they say,,,,,,,,,,,
985,889,,,recuerdo,I remember,,,,,,,,,,,
986,890,,,socialista,socialist,,,,,,,,,,,
987,891,,,área,area,,,,,,,,,,,
988,892,,,aparece,appears,,,,,,,,,,,
989,893,,,vio,he saw,,,,,,,,,,,
990,894,,,cama,bed,,,,,,,,,,,
991,895,,,aun,yet,,,,,,,,,,,
992,896,,,presenta,presents,,,,,,,,,,,
993,897,,,pp,pp,,,,,,,,,,,
994,898,,,revolución,Revolution,,,,,,,,,,,
995,899,,,busca,search,,,,,,,,,,,
996,900,,,abril,April,,,,,,,,,,,
997,901,,,rodríguez,rodríguez,,,,,,,,,,,
998,902,,,fiscal,taxation,,,,,,,,,,,
999,903,,,lópez,lópez,,,,,,,,,,,
1000,904,,,victoria,victory,,,,,,,,,,,
1001,905,,,violencia,Violence,,,,,,,,,,,
1002,906,,,primeras,first,,,,,,,,,,,
1003,907,,,pequeña,small,,,,,,,,,,,
1004,908,,,armas,weapons,,,,,,,,,,,
1005,909,,,debía,had to,,,,,,,,,,,
1006,910,,,ii,ii.,,,,,,,,,,,
1007,911,,,esfuerzo,effort,,,,,,,,,,,
1008,912,,,humana,humane,,,,,,,,,,,
1009,913,,,posibilidades,possibilities,,,,,,,,,,,
1010,914,,,centros,Centres,,,,,,,,,,,
1011,915,,,profesional,professional,,,,,,,,,,,
1012,916,,,asimismo,as well,,,,,,,,,,,
1013,917,,,grado,Grade,,,,,,,,,,,
1014,918,,,has,you have,,,,,,,,,,,
1015,919,,,toma,take,,,,,,,,,,,
1016,920,,,distintas,different,,,,,,,,,,,
1017,921,,,material,material,,,,,,,,,,,
1018,922,,,carne,meat,,,,,,,,,,,
1019,923,,,llama,flame,,,,,,,,,,,
1020,924,,,particular,particular,,,,,,,,,,,
1021,925,,,jorge,Jorge,,,,,,,,,,,
1022,926,,,trabajar,work,,,,,,,,,,,
1023,927,,,propuesta,proposal,,,,,,,,,,,
1024,928,,,muerto,dead,,,,,,,,,,,
1025,929,,,precios,prices,,,,,,,,,,,
1026,930,,,reforma,reform,,,,,,,,,,,
1027,931,,,hermano,brother,,,,,,,,,,,
1028,932,,,corte,Cutting,,,,,,,,,,,
1029,933,,,comenzó,began,,,,,,,,,,,
1030,934,,,etapa,stage,,,,,,,,,,,
1031,935,,,obstante,however,,,,,,,,,,,
1032,936,,,pone,puts on,,,,,,,,,,,
1033,937,,,diversos,miscellaneous,,,,,,,,,,,
1034,938,,,visita,visitation,,,,,,,,,,,
1035,939,,,concepto,concept,,,,,,,,,,,
1036,940,,,pacientes,patients,,,,,,,,,,,
1037,941,,,semanas,weeks,,,,,,,,,,,
1038,942,,,tipos,Types,,,,,,,,,,,
1039,943,,,solamente,only,,,,,,,,,,,
1040,944,,,deseo,desire,,,,,,,,,,,
1041,945,,,sistemas,systems,,,,,,,,,,,
1042,946,,,encuentran,find,,,,,,,,,,,
1043,947,,,siguientes,following,,,,,,,,,,,
1044,948,,,martín,martin,,,,,,,,,,,
1045,949,,,suficiente,sufficient,,,,,,,,,,,
1046,950,,,marzo,March,,,,,,,,,,,
1047,951,,,propios,Owns,,,,,,,,,,,
1048,952,,,jamás,never,,,,,,,,,,,
1049,953,,,dan,dan,,,,,,,,,,,
1050,954,,,club,club,,,,,,,,,,,
1051,955,,,instituto,institute,,,,,,,,,,,
1052,956,,,constitución,constitution,,,,,,,,,,,
1053,957,,,curso,Course,,,,,,,,,,,
1054,958,,,lenguaje,language,,,,,,,,,,,
1055,959,,,estilo,Style,,,,,,,,,,,
1056,960,,,rosa,Pink,,,,,,,,,,,
1057,961,,,imposible,impossible,,,,,,,,,,,
1058,962,,,pablo,pablo,,,,,,,,,,,
1059,963,,,buscar,search for,,,,,,,,,,,
1060,964,,,peor,worse,,,,,,,,,,,
1061,965,,,piel,Skin,,,,,,,,,,,
1062,966,,,arriba,top,,,,,,,,,,,
1063,967,,,generales,generals,,,,,,,,,,,
1064,968,,,septiembre,September,,,,,,,,,,,
1065,969,,,blanca,white,,,,,,,,,,,
1066,970,,,r,r,,,,,,,,,,,
1067,971,,,aquellas,those ones,,,,,,,,,,,
1068,972,,,teoría,theory,,,,,,,,,,,
1069,973,,,animales,Animals,,,,,,,,,,,
1070,974,,,hicieron,they made,,,,,,,,,,,
1071,975,,,larga,long,,,,,,,,,,,
1072,976,,,perdido,lost,,,,,,,,,,,
1073,977,,,imágenes,images,,,,,,,,,,,
1074,978,,,paciente,patient,,,,,,,,,,,
1075,979,,,conseguir,getting,,,,,,,,,,,
1076,980,,,máximo,Maximum,,,,,,,,,,,
1077,981,,,noviembre,November,,,,,,,,,,,
1078,982,,,j,j.,,,,,,,,,,,
1079,983,,,líder,Leader,,,,,,,,,,,
1080,984,,,hospital,Hospital,,,,,,,,,,,
1081,985,,,diversas,miscellaneous,,,,,,,,,,,
1082,986,,,rafael,rafael,,,,,,,,,,,
1083,987,,,vuelve,returns,,,,,,,,,,,
1084,988,,,destino,destination,,,,,,,,,,,
1085,989,,,torno,lathe,,,,,,,,,,,
1086,990,,,proyectos,projects,,,,,,,,,,,
1087,991,,,flores,Flowers,,,,,,,,,,,
1088,992,,,niveles,levels,,,,,,,,,,,
1089,993,,,afirmó,affirmed,,,,,,,,,,,
1090,994,,,explicó,explained,,,,,,,,,,,
1091,995,,,n,n,,,,,,,,,,,
1092,996,,,somos,we are,,,,,,,,,,,
1093,997,,,términos,terms,,,,,,,,,,,
1094,998,,,premio,prize,,,,,,,,,,,
1095,999,,,tercera,third,,,,,,,,,,,
1096,1000,,,simple,simple,,,,,,,,,,,
1097,1001,,,trabajos,Jobs,,,,,,,,,,,
1098,1002,,,factores,factors,,,,,,,,,,,
1099,1003,,,fuente,font,,,,,,,,,,,
1100,1004,,,cielo,Heaven,,,,,,,,,,,
1101,1005,,,ambas,both,,,,,,,,,,,
1102,1006,,,mismas,the same,,,,,,,,,,,
1103,1007,,,fernández,fernández,,,,,,,,,,,
1104,1008,,,actualmente,Currently,,,,,,,,,,,
1105,1009,,,conocido,known,,,,,,,,,,,
1106,1010,,,condición,condition,,,,,,,,,,,
1107,1011,,,ejercicio,exercise,,,,,,,,,,,
1108,1012,,,cree,believes,,,,,,,,,,,
1109,1013,,,par,torque,,,,,,,,,,,
1110,1014,,,ocurre,occurs,,,,,,,,,,,
1111,1015,,,ti,you are,,,,,,,,,,,
1112,1016,,,espíritu,spirit,,,,,,,,,,,
1113,1017,,,lengua,tongue,,,,,,,,,,,
1114,1018,,,responsabilidad,liability,,,,,,,,,,,
1115,1019,,,digo,I say,,,,,,,,,,,
1116,1020,,,pérez,pérez,,,,,,,,,,,
1117,1021,,,distancia,distance,,,,,,,,,,,
1118,1022,,,organismo,organism,,,,,,,,,,,
1119,1023,,,cruz,cross,,,,,,,,,,,
1120,1024,,,evolución,evolution,,,,,,,,,,,
