language,text
deu,"Ein Mathematiker ist ein Mensch, der einen ihm vorgetragenen Gedanken nicht nur sofort begreift, sondern auch erkennt, auf welchem Denkfehler er beruht."
deu,Das Ganze ist mehr als die Summe seiner Teile.
deu,Die Mathematik ist dem Verlangen nicht abträglich.
deu,"Eine mathematische Wahrheit ist weder einfach noch kompliziert, sie ist."
deu,"Mathematiker sind Dichter, nur müssen sie das, was ihre Fantasie schafft, auch beweisen."
deu,Die Mathematik ist wie die Logik der Physik.
deu,"Die Mathematiker sind eine Art Franzosen: redet man zu ihnen, so übersetzen sie es in ihre Sprache, und dann ist es alsobald ganz etwas anders."
deu,"Ein Experte ist jemand, der die schlimmsten Fehler kennt, die in seinem Gebiet gemacht werden können und weiß, wie man sie vermeidet."
deu,"Mathe zu machen ist die einzige gesellschaftlich akzeptable Art, sich in der Öffentlichkeit selbstzubefriedigen."
deu,"Es gibt 10 Arten von Menschen in der Welt: die, die das Binärsystem verstehen, und die, die es nicht verstehen."
deu,"Ich denke nicht, also bin ich nicht."
deu,"Heutzutage wollen wir, dass unsere Kinder ihre eigenen Entscheidungen treffen, aber wir erwarten, dass uns diese Entscheidungen passen."
deu,"Mach dir keine Sorgen, sei fröhlich!"
deu,"Im Alter von sechs Jahren hatte er gelernt, eine Schreibmaschine zu bedienen und er erklärte dem Lehrer, dass er nicht lernen müsste, mit der Hand zu schreiben."
deu,Ich finde Fremdsprachen sehr interessant.
deu,Ich lerne nicht gerne unregelmäßige Verben.
deu,Nimm ein Buch und lies es!
deu,Stell dich dem Leben lächelnd!
deu,"Die meisten Schulen wurden nicht konzipiert, um die Gesellschaft zu verändern, sondern um sie zu reproduzieren."
deu,Du bringst mich zum Träumen.
deu,Ich bin außer mir vor Freude.
deu,Er ist schon ein Mann.
deu,Die Ferien sind jetzt vorbei.
deu,Ich habe Angst zu fallen.
deu,Abendgarderobe ist erwünscht.
deu,Das ist die reine Wahrheit.
deu,Es ist kalt.
deu,"Wenn ich Leute frage, was sie in Bezug aufs Gymnasium am meisten bedauern, sagen fast alle das Gleiche: dass sie so viel Zeit verschwendet haben."
deu,"Wenn man nicht machen kann, was man will, macht man, was man kann."
deu,"Wenn man ihm den kleinen Finger gibt, so nimmt er die ganze Hand."
deu,Du hast Recht.
deu,Das hast du absichtlich getan!
deu,Du hast ihm nichts gesagt?
deu,Du hast mir den Kopf verdreht.
deu,Du bist mein Typ.
deu,Du bist unwiderstehlich.
deu,Könntest du bitte später zurückrufen?
deu,Mit wem spreche ich?
deu,"Ich akzeptiere, aber nur unter einer Bedingung."
deu,"Lächle jetzt, heul' später!"
deu,Das Leben ist schön.
deu,"Verdirb mir nicht mein Vergnügen nach der ganzen Mühe, die ich mir gemacht habe."
deu,"Es gibt Tage, an denen ich den Eindruck habe, dass mein Gehirn mich im Stich lassen will."
deu,Ich kann mir nicht gleichzeitig die Nägel schneiden und bügeln!
deu,Ich halte es nicht mehr aus! Ich habe seit drei Tagen nicht mehr geschlafen!
deu,"Er will nicht, dass du ihm von deinem Sexualleben erzählst."
deu,Hast du schon Bananenkuchen gegessen?
deu,"Warum heiratet man eine Frau, wenn man Männer liebt?"
deu,"Wenn du keine Kinder kriegen kannst, kannst du immer noch welche adoptieren."
deu,"Was hat dich dazu gebracht, deine Meinung zu ändern?"
deu,"Hey, schau' mal, ein Affe mit drei Köpfen!"
deu,"Es ist schade, dass man Wunder nicht kaufen kann, wie man Kartoffeln kauft."
deu,Ich liebe Lasagne.
deu,"Wenn man weiß, dass etwas Unangenehmes geschehen wird, dass man zum Beispiel zum Zahnarzt oder nach Frankreich gehen wird, dann ist das nicht gut."
deu,"Tatsächlich ist ein halbes Auge sehr nützlich, denn mit einem halben Auge kann ein Tier die Hälfte von einem anderen Tier sehen, das es auffressen will, und ihm aus dem Weg gehen, und es wird selber das Tier fressen, das nur ein Drittel-Auge oder nur 49% eines Auges hat, weil dieses ihm nicht schnell genug aus dem Weg gehen wird, und das Tier, das aufgefressen wurde, wird keine Kinder bekommen, weil es tot ist."
deu,"Primzahlen sind wie das Leben, sie sind völlig logisch, aber es ist unmöglich, Regeln für sie zu finden, selbst wenn man seine ganze Zeit dem Nachdenken darüber widmet."
deu,"Wenn man eine Augenbraue hochzieht, kann das bedeuten ""Ich habe Lust, mit dir Sex zu haben"", aber auch ""Ich finde, dass das, was du gerade gesagt hast, vollkommen idiotisch ist."""
deu,Das Gehirn ist nur eine komplizierte Maschine.
deu,"Ein Stundenplan ist ein Ausweis für die Zeit, nur, wenn man keinen Stundenplan hat, ist die Zeit nicht da."
deu,Dieses Pinguinbaby ist so niedlich!
deu,Ich bin im Krankenhaus. Ich wurde vom Blitz getroffen.
deu,"Gib die Hoffnung nicht auf, noch ist nicht alles verloren."
deu,"Seien wir ehrlich, es ist unmöglich. Wir werden es nie schaffen."
deu,Was ist ihre größte Inspirationsquelle?
deu,"Man heiratet nicht jemanden, mit dem man leben kann - man heiratet die Person, ohne die man nicht leben kann."
deu,In der Theorie gibt es keinen Unterschied zwischen Theorie und Praxis. Aber in der Praxis gibt es einen.
deu,"Bleibt nicht im Bett, sofern ihr nicht im Bett Geld verdienen könnt."
deu,"Es gibt Leute auf der Welt, die so hungrig sind, dass Gott ihnen nicht erscheinen kann, außer in Form von Brot."
deu,"Alles, was zu dumm ist, um gesagt zu werden, wird gesungen."
deu,"Es erfordert Weisheit, um Weisheit zu verstehen: die Musik ist nichts, wenn das Publikum taub ist."
deu,"Ich habe gerade die Briefe nochmal gelesen, die du mir geschickt hast."
deu,Ich will nicht in die Schule gehen.
deu,"Es ist aus zwischen uns, gib mir meinen Ring zurück!"
deu,Es regnet.
deu,"Ich hatte vor, heute an den Strand zu gehen, aber dann fing es an zu regnen."
deu,"Sie ist wirklich intelligent, oder?"
deu,"Eine Meinung ist nur dann schockierend, wenn sie eine Überzeugung ist."
deu,"Menschen, die lieben, zweifeln an nichts oder zweifeln an allem."
deu,Gerechtigkeit ist teuer.
deu,"Freiheit besteht darin, alles machen zu können, was keinem anderen schadet."
deu,Der Langsamste beim Versprechen ist der Treueste beim Einhalten.
deu,"Ein Kind ist nicht ein Gefäß zum Vollfüllen, sondern ein Feuer zum Anzünden."
deu,Jede Meinung ist eine Mischung aus Wahrheit und Irrtum.
deu,"Das Leben ist eine tödliche, sexuell übertragbare Krankheit."
deu,"Wenn zwei Menschen immer die gleiche Meinung haben, ist einer von ihnen überflüssig."
deu,"Unsere Meinung ist eine Idee, die wir haben; unsere Überzeugung eine Idee, die uns hat."
deu,Morgen werde ich in der Bibliothek lernen.
deu,Zu spät.
deu,Gestern bin ich in den Zoo gegangen.
deu,Wir haben die Schlacht gewonnen.
deu,Hallo? Bist du noch da?
deu,Ich mache jeden Tag das Mittagessen.
deu,Heute Morgen habe ich ferngesehen.
deu,Ich habe während des Essens ein Buch gelesen.
deu,"Ich habe während der Mittagspause ein wenig geschlafen, weil ich so müde war."
deu,"Ich habe letzte Woche begonnen, Chinesisch zu lernen."
deu,"Es ist einfacher, Leute im Internet anzubaggern als auf der Straße."
deu,"Ich wohne nahe am Meer, also kann ich oft an den Strand gehen."
deu,Eines Tages werde ich eine Zuckerwattemaschine kaufen.
deu,"Es ist praktisch, einen Laptop zu haben."
deu,Deine Brille ist auf den Boden gefallen.
deu,Wie oft am Tag schaust du dich im Spiegel an?
deu,Letztes Jahr sind wir nach London gegangen.
deu,Sie will nicht darüber sprechen.
deu,Ich habe meine Inspiration verloren.
deu,Ich brauche mehr Zeit.
deu,"Wenn du nichts zu tun hast, schau an deine Zimmerdecke."
deu,Das bedeutet nichts!
deu,"Sei bitte geduldig, das braucht Zeit."
deu,Schließ beim Hinausgehen die Türe.
deu,Das ist so eine traurige Geschichte.
deu,"Wenn es keine Lösung gibt, dann gibt es kein Problem."
deu,Mein kleiner Bruder sieht fern.
deu,"Es ist anmaßend von Menschen, anzunehmen, dass unsere Aufgabe ist, zu tun, was nur Gott tun kann."
deu,"Ein kluger Leser sollte bereit sein, alles abzuwägen, was er liest, einschließlich der anonymen Quellen."
deu,"Katja leugnete, dass sie eine Anarchistin war, indem sie behauptete, dass sie nur wünschte, Veränderung in unserer Regierung zu machen, nicht, sie zu zerstören."
deu,"Blindheit ist verantwortlich für eine erschütternde Anzahl von Opfern schlechter Gesundheit, Leiden und Verlust von Würde und Verminderung der Lebensqualität von Menschen in der ganzen Welt."
deu,"Bildung und Bewegung von Hurrikanen sind unberechenbar, sogar mit unserer modernen Technologie."
deu,"Wenn man ein Telegramm sendet, ist Kürze unerlässlich, weil einem jedes Wort berechnet wird."
deu,"David hat ein leidenschaftliches Interesse an Ästhetik - den Eigenschaften, die ein Gemälde, eine Skulptur, eine musikalische Komposition oder ein Gedicht Auge, Ohr oder Geist gefallen lassen."
deu,"Trotz Trangs regelmäßigen Liebesbeteuerungen hat Spenser immer noch Angst, dass sie irgendwann aufhören wird, ihn zu lieben."
deu,Hast du ihn in der Universität getroffen?
deu,Aaah!! Mein Computer ist kaputt!
deu,Die privaten Colleges und Universitäten der Vereinigten Staaten sind selbstständig.
deu,"Jedes Mal, wenn ich in ein neues Warcraft-Spiel eintrete, stehe ich einem neuen Team von Gegnern gegenüber."
deu,"Seit ich weiß, dass die Universität existiert, will ich hingehen."
deu,Meine Wahlunlust kommt von meiner Abneigung gegen Politik.
deu,"Es ist der Aufstieg der Monarchen, der ihre Untertanen vom Aufstand abhält."
deu,"Sarah war scharfsinnig genug, um zu merken, dass ihre Freunde versuchten, ihr einen Streich zu spielen."
deu,Das Orchester macht misstönende Geräusche beim Stimmen.
deu,"Die Unstimmigkeit zwischen den Geschichten der zwei Unfallbeteiligten war so groß, dass die Behörden Schwierigkeiten hatten, zu entscheiden, welche Seite die Wahrheit erzählte."
deu,"Ja, das passiert von Zeit zu Zeit."
deu,"Ich habe große Angst, von denen verschmäht zu werden, für die ich Liebe und Zuneigung empfinde."
deu,"Die meisten Leute haben große Unlust, früh aufzustehen, selbst wenn sie es müssen."
deu,Die meisten Leute wollen nur ihre eigene Wahrheit hören.
deu,Das Publikum klatschte den Schauspielern für ihre Leistung Beifall.
deu,"Es ist gut, Ideale zu haben, findest du nicht?"
deu,"Der Schüler entschloss sich dazu, seine Hausarbeit zu kürzen, indem er alle unnötigen Details strich."
deu,Die Menschen in der Welt setzen sich immer für mehr Freiheit und Gleichheit ein.
deu,Politiker werden stets getadelt für skandalöses und unangebrachtes Verhalten.
deu,"Frau Eichler war für ihren Ruf bekannt, streng zu ihren Schülern zu sein."
deu,"Wenn Sie uns nicht zuhören, werden wir auf Zwang zurückgreifen müssen."
deu,"Wenn ich Migräne habe, vermindert Aspirin meine Beschwerden nicht."
deu,Spensers sarkastische und scherzhafte Bemerkungen werden oft als Zeichen von Doppelwertigkeit missinterpretiert und zu ernst genommen.
deu,Für ihn war Hunger ein theoretischer Begriff; er hatte immer genug zu essen.
deu,"Der verurteilte Drogendealer war gewillt, sich den Behörden zu fügen, um seine Todesstrafe zu einer lebenslänglichen Freiheitsstrafe zu vermindern."
deu,Der Irakkrieg ist ein unberechenbares Thema der politischen Debatte; ein falsches Wort und ein Streit könnte sich entzünden.
deu,"Mein nächster Türnachbar ist ein Virtuose, dessen Geschick am Klavier ihm einen Namen unter den Musikexperten eingebracht hat."
deu,"Er hatte es satt, die ganze Zeit von Leuten verunglimpft zu werden, die neidisch auf sein Können waren."
deu,"Sven war so wortreich, dass seine Freunde sich darauf verlegten, ihn ein Plappermaul zu nennen."
deu,"Sogar Leute, die nicht an die katholische Kirche glauben, verehren den Papst als ein symbolisches Oberhaupt."
deu,"Unsicher, welchen Freier sie heiraten wollte, schwankte die Prinzessin und nannte einmal den einen, einmal den anderen."
deu,"Die neulichen Skandale, in die Messdiener und religiöse Oberhäupter verwickelt waren, haben den Glauben, den die Leute in die Kirche haben, unterminiert."
deu,"Als sich das Flugzeug Turbulenzen näherte, bat der Pilot die Passagiere an Bord des Flugzeugs, ihre Sitzgurte zu schließen."
deu,"Obwohl sein Aufenthalt in Europa kurzlebig war, fühlte Spenser, dass er vom Reisen mehr über Beziehungen mit anderen Menschen gelernt hatte, als er es im College getan hatte."
deu,"Jason war ein wortkarges Individuum, daher war es immer eine echte Überraschung, wenn er etwas sagte."
deu,"Der König war seiner Schmeichler, die ihn beständig anpriesen, müde, also schickte er sie weg."
deu,"Wenn Spenser nicht weiterhin Sätze hinzufügt und übersetzt, werden die anderen Mitwirkenden ihn sicher übertreffen."
deu,In seinen Aufsätzen war immer zu viel Überflüssiges geschrieben.
deu,"Sein Aufsatz gab nur eine oberflächliche Analyse des Problems, daher war es eine richtige Überraschung für ihn, als er die beste Note in der Klasse bekam."
deu,"Es kommt darauf an, was du mit an Gott ""glauben"" meinst."
deu,"Professoren sollten alles im Detail erklären, nicht knapp sein und immer ihren Studenten auftragen, heimzugehen und ihre Bücher zu lesen."
deu,"Wenn ich keine Antwort gegeben hätte, hätte ich nicht gesprochen."
deu,"Die Ankläger bei Gericht müssen ihre Klagen erhärten, um einen Verdächtigen als schuldig zu beweisen."
deu,"Laut einer landesweiten Umfrage in den USA ist es ein geläufiger Glaube, dass Moslems mit Terrorismus verbunden sind."
deu,"Mein Zimmerkamerad ist verschwenderisch, was das Geldausgeben für Filme betrifft; er kauft sie am Tag, wo sie herauskommen, ohne Rücksicht auf den Preis."
deu,"Essen und Trinken wurden bei der Hochzeit in solch einem Überfluss serviert, dass Braut und Bräutigam begannen, sich zu fragen, ob sie nicht mehr Gäste einladen hätten sollen."
deu,Die Verbreitung der Nutzung des Internets hat eine neue Generation von jungen Leuten hervorgebracht.
deu,"Meine Freunde sagen, dass ich ein überaus produktiver Schreiber bin, aber ich habe seit Monaten nichts geschrieben."
deu,"Blinde entwickeln manchmal eine ausgleichende Fähigkeit, die Nähe der Gegenstände um sie herum zu spüren."
deu,"Ein Geizhals hortet Geld nicht, weil er klug ist, sondern weil er habgierig ist."
deu,"Als beide Mädchen John sagten, dass sie Gefühle für ihn hatten, wusste der nicht, mit welchem Mädchen er zusammen sein sollte."
deu,"Sogar jetzt, viele Jahre nach dem Kalten Krieg, ist immer noch viel Verbitterung zwischen Russen und Deutschen, besonders in Gebieten, die einst von der Sowjetunion besetzt waren."
deu,"Johnson ist ein Einsiedler; er zieht es vor, sich vom Rest der Schüler in unserer Klasse abzusondern."
deu,"Die Bierflaschen, die ich zu der Party mitbrachte, waren überflüssig; die Familie des Gastgebers besaß eine Bierbrauerei."
deu,"Die Zeugen waren imstande, die falsche Aussage des Verdächtigen zu widerlegen."
deu,"Jeanne d'Arc weigerte sich, ihre Überzeugung zu leugnen, dass die Stimme, die sie hörte, von niemand anderem als Gott war."
deu,"Schockiert durch die Ereignisse des 11. September, verurteilten Politiker in der ganzen Welt die Terroristen für ihre verwerfliche Tat."
deu,"James hatte große Angst, im Unterricht Fehler zu machen und zurechtgewiesen zu werden."
deu,"Meine Eltern würden meinen Bruder verstoßen, wenn sie herausfänden, dass er schwul ist."
deu,"Um zu verhindern, dass seine Originalidee kopiert würde, verlegte sich Henry auf Schweigsamkeit."
deu,Ich würde gerne meine vorhergehende Erklärung widerrufen.
deu,"Um sein Publikum für sich zu gewinnen, griff der Redner auf die Anwendung rhetorischer Techniken zurück, die er in seinen Kommunikationskursen gelernt hatte."
deu,Tim ist ein großer Fan von satirischen Komödien.
deu,"Obwohl Alfred penibel beim Erfüllen seiner Aufgaben bei der Arbeit ist, ist er weniger gewissenhaft bei seinen Pflichten zu Hause."
deu,"Spensers Mutter überprüft oft jeden kleinen Fehler, den er macht."
deu,"Die Leute sind oft sehr skeptisch gegenüber Dingen, wenn kein glaubwürdiger Beweis gegeben ist."
deu,"Nach der unheilverkündenden Äußerung des Doktors war es klar, dass er düstere Neuigkeiten für den Patienten hatte."
deu,"Manchmal hat er Schwierigkeiten, seine Auffassungen gut auszudrücken."
deu,"Jimmy versuchte, seine Eltern dazu zu kriegen, ihn mit seinen Freunden quer durch das Land fahren zu lassen."
deu,Popmusiker kommen durch die Schmeichelei ihrer treuen Fans zur vollen Entfaltung.
deu,"Wir müssen lernen, Widrigkeiten anmutig zu begegnen."
deu,"Bill Clinton sprach eine mehrdeutige Sprache, als er gebeten wurde, sein Verhältnis mit Monika Lewinsky zu beschreiben."
deu,"Er war eine gütiger alter Mann, der sich freiwillig anbot, den Rasen seiner Nachbarn kostenlos zu mähen."
deu,Sein strenger Ton und seine laute Stimme täuschten über sein innerliches Zartgefühl und seine liebevolle Wesensart hinweg.
deu,"Welches Kriterium wendeten Sie an, als Sie diesen Aufsatz als den Sieger auswählten?"
deu,Trickbetrüger machen sich die Leichtgläubigkeit unerfahrener Geldgeber zu Nutze und betrügen sie um ihr Geld.
deu,Ich kann nicht einen Schritt Salsa tanzen.
deu,"Selbst wenn deine Sätze tatsächlich sinnfrei waren, hast du zumindest das Glück, schöne Sätze bilden zu können."
deu,Ich mag meine Arbeit sehr gerne.
deu,"Ray war bereit, Garys Geschichte zu bestätigen, aber die Polizei war noch immer nicht überzeugt, dass einer von beiden die Wahrheit erzählte."
deu,Der Mörder wurde schuldig gesprochen und zu lebenslänglicher Haft verurteilt.
deu,"Die Einvernehmlichkeit deutet darauf hin, dass wir gegen die vorgeschlagene Idee sind."
deu,Ein kleiner Waldbrand kann sich leicht ausbreiten und schnell ein großer Flächenbrand werden.
deu,"Obwohl er seine Haftstrafe im Gefängnis abgesessen hatte, verzieh die Öffentlichkeit dem Mörder sein Verbrechen nie ganz."
deu,"Ich finde, Wörter mit präzisen Bedeutungen kann man sich am einfachsten merken."
deu,"Er war immer noch verärgert über den Unfall, trotz den versöhnlichen Worten seiner Frau."
deu,"Eine grobe Untersuchung seiner Zähne gab zu erkennen, dass er eine Zahnfleischentzündung hatte."
deu,"Es war eine Überraschung zu sehen, dass sich die Studenten am Abend des Abschlussballs alle anständig verhielten."
deu,"Der Zeitungsartikel beschrieb den Angeklagten wie einen Schuldigen, obwohl er erwiesenermaßen unschuldig war."
deu,"Der Politiker drängte auf eine Reform, indem er die Bestechlichkeit der Regierungsverantwortlichen anprangerte."
deu,"Die Verderbtheit der Taten des Königs brachte die Leute dazu, zu glauben, dass er nicht mehr als eine Tyrann sei, den man stürzen müsse."
